EmployerID,company,sector,city,state,CEO,Website,Zip Code
576,Marvell Technology,Technology,Wilmington,DE,Matthew J. Murphy,https://www.marvell.com,0
577,Masco,Household Products,Livonia,MI,Keith J. Allman,https://www.masco.com,0
578,Massachusetts Mutual Life Insurance,Financials,Springfield,MA,Roger W. Crandall,www.massmutual.com,0
579,MasTec,Engineering & Construction,Coral Gables,FL,Jos̩ R. Mas,https://www.mastec.com,0
580,Mastercard,Business Services,Purchase,NY,Michael Miebach,https://www.mastercard.com,0
581,Match Group,Technology,Dallas,TX,Bernard Kim,https://www.mtch.com,0
582,Matson,Transportation,Honolulu,HI,Matthew J. Cox,https://www.matson.com,0
583,Mattel,Household Products,El Segundo,CA,Ynon Kreiz,https://www.mattel.com,0
584,Mattress Firm Group,Retailing,Houston,TX,John W. Eck,https://www.mattressfirm.com,0
585,Maxim Integrated Products,Technology,San Jose,CA,Vincent T. Roche,https://www.maximintegrated.com,0
586,Maximus,Technology,Reston,VA,Bruce L. Caswell,https://www.maximus.com,0
587,McAfee,Technology,San Jose,CA,Greg Johnson,https://www.mcafee.com,0
588,McCormick,"Food, Beverages & Tobacco",Hunt Valley,MD,Lawrence Kurzius,https://www.mccormickcorporation.com,0
589,McDonald's,"Hotels, Restaurants & Leisure",Chicago,IL,Christopher J. Kempczinski,https://www.investor.mcdonalds.com,0
590,McKesson,Health Care,Irving,TX,Brian S. Tyler,www.mckesson.com,0
591,MDC Holdings,Engineering & Construction,Denver,CO,David D. Mandarich,https://www.mdcholdings.com,0
592,MDU Resources Group,Energy,Bismarck,ND,David L. Goodin,https://www.mdu.com,0
593,Medical Mutual of Ohio,Financials,Cleveland,OH,Steven C. Glass,https://www.medmutual.com,0
594,Merck,Health Care,Kenilworth,NJ,Robert Davis,https://www.merck.com,0
595,Mercury General,Financials,Los Angeles,CA,Gabriel Tirador,https://www.mercuryinsurance.com,0
596,Meritage Homes,Engineering & Construction,Scottsdale,AZ,Phillippe Lord,https://www.meritagehomes.com,0
597,Meritor,Motor Vehicles & Parts,Troy,MI,Chris Villavarayan,https://www.meritor.com,0
598,Meta Platforms,Technology,Menlo Park,CA,Mark Zuckerberg,https://investor.fb.com,0
599,MetLife,Financials,New York,NY,Michel A. Khalaf,www.metlife.com,0
600,Mettler-Toledo International,Technology,Columbus,OH,Patrick Kaltenbach,https://www.mt.com,0
601,MGM Resorts International,"Hotels, Restaurants & Leisure",Las Vegas,NV,William J. Hornbuckle,https://www.mgmresorts.com,0
602,Microchip Technology,Technology,Chandler,AZ,Ganesh Moorthy,https://www.microchip.com,0
603,Micron Technology,Technology,Boise,ID,Sanjay Mehrotra,https://www.micron.com,0
604,Microsoft,Technology,Redmond,WA,Satya Nadella,www.microsoft.com,0
605,Middleby,Industrials,Elgin,IL,Timothy J. FitzGerald,https://www.middleby.com,0
606,MillerKnoll,Household Products,Zeeland,MI,Andrea R. Owen,https://www.millerknoll.com,0
607,MKS Instruments,Technology,Andover,MA,John T.C. Lee,https://www.mksinst.com,0
608,Moderna,Health Care,Cambridge,MA,Stephane Bancel,https://www.modernatx.com,0
609,Mohawk Industries,Household Products,Calhoun,GA,Jeffrey S. Lorberbaum,https://www.mohawkind.com,0
610,Molina Healthcare,Health Care,Long Beach,CA,Joseph M. Zubretsky,https://www.molinahealthcare.com,0
611,Molson Coors Beverage,"Food, Beverages & Tobacco",Chicago,IL,Gavin D.K. Hattersley,https://www.molsoncoors.com,0
612,Mondelez International,"Food, Beverages & Tobacco",Chicago,IL,Dirk Van de Put,www.mondelezinternational.com,0
613,Monster Beverage,"Food, Beverages & Tobacco",Corona,CA,#REF!,https://www.monsterbevcorp.com,0
614,Moody's,Business Services,New York,NY,Robert S. Fauber,https://www.moodys.com,0
615,Moog,Aerospace & Defense,East Aurora,NY,John R. Scannell,https://www.moog.com,0
616,Morgan Stanley,Financials,New York,NY,James P. Gorman,www.morganstanley.com,0
617,Mosaic,Chemicals,Tampa,FL,James C. O&#039;Rourke,https://www.mosaicco.com,0
618,Motorola Solutions,Technology,Chicago,IL,Gregory Q. Brown,https://www.motorolasolutions.com,0
619,Mr. Cooper Group,Financials,Coppell,TX,Jay Bray,https://www.mrcoopergroup.com,0
620,MRC Global,Energy,Houston,TX,Robert J. Saltiel Jr.,https://www.mrcglobal.com,0
621,MSC Industrial Direct,Wholesalers,Melville,NY,Erik Gershwind,https://www.mscdirect.com,0
622,Mueller Industries,Industrials,Collierville,TN,Gregory L. Christopher,https://www.muellerindustries.com,0
623,Murphy Oil,Energy,Houston,TX,Roger W. Jenkins,https://www.murphyoilcorp.com,0
624,Murphy USA,Retailing,El Dorado,AR,R. Andrew Clyde,https://www.murphyusa.com,0
625,Mutual of America Life Insurance,Financials,New York,NY,John R. Greed,https://www.mutualofamerica.com,0
626,Mutual of Omaha Insurance,Financials,Omaha,NE,James T. Blackledge,https://www.mutualofomaha.com,0
627,MYR Group,Engineering & Construction,Henderson,CO,Richard S. Swartz,https://www.myrgroup.com,0
628,Nasdaq,Financials,New York,NY,Adena T. Friedman,https://www.nasdaq.com,0
629,Nationwide,Financials,Columbus,OH,Kirt A. Walker,www.nationwide.com,0
630,Navient,Financials,Wilmington,DE,John F. Remondi,https://www.navient.com,0
631,NCR,Technology,Atlanta,GA,Michael D. Hayford,https://www.ncr.com,0
632,NetApp,Technology,San Jose,CA,George Kurian,https://www.netapp.com,0
633,Netflix,Media,Los Gatos,CA,Ted Sarandos/Reed Hastings,www.netflix.com,0
634,New Jersey Resources,Energy,Wall,NJ,Stephen D. Westhoven,https://www.njresources.com,0
635,New York Life Insurance,Financials,New York,NY,Craig DeSanto,www.newyorklife.com,0
636,Newell Brands,Household Products,Atlanta,GA,Ravichandra K. Saligram,https://www.newellbrands.com,0
637,Newmark Group,Financials,New York,NY,Barry M. Gosin,https://www.nmrk.com,0
638,NewMarket,Chemicals,Richmond,VA,Thomas E. Gottwald,https://www.newmarket.com,0
639,Newmont,Energy,Denver,CO,Thomas R. Palmer,https://www.newmont.com,0
640,News Corp.,Media,New York,NY,Robert J. Thomson,https://www.newscorp.com,0
641,Nexstar Media Group,Media,Irving,TX,Perry Sook,https://www.nexstar.tv,0
642,NextEra Energy,Energy,Juno Beach,FL,John W. Ketchum,https://www.nexteraenergy.com,0
643,NGL Energy Partners,Energy,Tulsa,OK,H. Michael Krimbill,https://www.nglenergypartners.com,0
644,Nike,Apparel,Beaverton,OR,John J. Donahoe II,www.nike.com,0
645,NiSource,Energy,Merrillville,IN,Lloyd M. Yates,https://www.nisource.com,0
646,NLV Financial,Financials,Montpelier,VT,Mehran Assadi,https://www.nationallife.com,0
647,Nordson,Industrials,Westlake,OH,Sundaram Nagarajan,https://www.nordson.com,0
648,Nordstrom,Retailing,Seattle,WA,Erik B. Nordstrom,https://www.nordstrom.com,0
649,Norfolk Southern,Transportation,Atlanta,GA,Alan H. Shaw,https://www.norfolksouthern.com,0
650,Northern Trust,Financials,Chicago,IL,Michael G. O&#039;Grady,https://www.northerntrust.com,0
651,Northrop Grumman,Aerospace & Defense,Falls Church,VA,Kathy J. Warden,www.northropgrumman.com,0
652,Northwestern Mutual,Financials,Milwaukee,WI,John E. Schlifske,www.northwesternmutual.com,0
653,NortonLifeLock,Technology,Tempe,AZ,Vincent Pilette,https://www.nortonlifelock.com,0
654,NOV,Energy,Houston,TX,Clay C. Williams,https://www.nov.com,0
655,NRG Energy,Energy,Houston,TX,Mauricio Gutierrez,https://www.nrg.com,0
656,Nu Skin Enterprises,Household Products,Provo,UT,Ryan S. Napierski,https://www.nuskin.com,0
657,Nucor,Materials,Charlotte,NC,Leon J. Topalian,www.nucor.com,0
658,Nvidia,Technology,Santa Clara,CA,Jensen Huang,https://www.nvidia.com,0
659,NVR,Engineering & Construction,Reston,VA,Eugene J. Bredow,https://www.nvrinc.com,0
660,Occidental Petroleum,Energy,Houston,TX,Vicki A. Hollub,https://www.oxy.com,0
661,ODP,Retailing,Boca Raton,FL,Gerry P. Smith,https://www.officedepot.com,0
662,OGE Energy,Energy,Oklahoma City,OK,Sean Trauschke,https://www.ogeenergy.com,0
663,Ohio National Mutual,Financials,Cincinnati,OH,Barbara Turner,https://www.ohionational.com,0
664,O-I Glass,Materials,Perrysburg,OH,Andres A. Lopez,https://www.o-i.com,0
665,Old Dominion Freight Line,Transportation,Thomasville,NC,Greg C. Gantt,https://www.odfl.com,0
666,Old Republic International,Financials,Chicago,IL,Craig R. Smiddy,https://www.oldrepublic.com,0
667,Olin,Chemicals,Clayton,MO,Scott M. Sutton,https://www.olin.com,0
668,Olympic Steel,Materials,Highland Hills,OH,Richard T. Marabito,https://www.olysteel.com,0
669,Omnicom Group,Business Services,New York,NY,John D. Wren,https://www.omnicomgroup.com,0
670,ON Semiconductor,Technology,Phoenix,AZ,Hassane S. El-Khoury,https://www.onsemi.com,0
671,OneMain Holdings,Financials,Evansville,IN,Douglas H. Shulman,https://www.omf.com,0
672,Oneok,Energy,Tulsa,OK,Pierce H. Norton II,https://www.oneok.com,0
673,Opendoor Technologies,Technology,San Francisco,CA,Eric Wu,https://www.opendoor.com,0
674,Option Care Health,Health Care,Bannockburn,IL,John C. Rademacher,https://www.optioncarehealth.com,0
675,Oracle,Technology,Austin,TX,Safra A. Catz,www.oracle.com,0
676,O'Reilly Automotive,Retailing,Springfield,MO,Gregory D. Johnson,https://www.oreillyauto.com,0
677,Oshkosh,Industrials,Oshkosh,WI,John C. Pfeifer,https://www.oshkoshcorp.com,0
678,Otis Worldwide,Industrials,Farmington,CT,Judith F. Marks,https://www.otis.com,0
679,Overstock.com,Retailing,Midvale,UT,Jonathan E. Johnson III,https://www.overstock.com,0
680,Ovintiv,Energy,Denver,CO,Brendan M. McCracken,https://www.ovintiv.com,0
681,Owens & Minor,Health Care,Mechanicsville,VA,Edward A. Pesicka,https://www.owens-minor.com,0
682,Owens Corning,Materials,Toledo,OH,Brian D. Chambers,https://www.owenscorning.com,0
683,Paccar,Motor Vehicles & Parts,Bellevue,WA,R. Preston Feight,https://www.paccar.com,0
684,Pacific Life,Financials,Newport Beach,CA,Darryl Button,https://www.pacificlife.com,0
685,Packaging Corp. of America,Materials,Lake Forest,IL,Mark W. Kowlzan,https://www.packagingcorp.com,0
686,Palo Alto Networks,Technology,Santa Clara,CA,Nikesh Arora,https://www.paloaltonetworks.com,0
687,Par Pacific Holdings,Energy,Houston,TX,William C. Pate,https://www.parpacific.com,0
688,Paramount Global,Media,New York,NY,Robert M. Bakish,www.paramount.com,0
689,Parker-Hannifin,Industrials,Cleveland,OH,Thomas L. Williams,https://www.parker.com,0
690,Parsons,Aerospace & Defense,Centreville,VA,Carey A. Smith,https://www.parsons.com,0
691,Party City Holdco,Retailing,Elmsford,NY,Brad Weston,https://www.partycity.com,0
692,Patrick Industries,Materials,Elkhart,IN,Andy L. Nemeth,https://www.patrickind.com,0
693,Patterson,Health Care,St. Paul,MN,Mark S. Walchirk,https://www.pattersoncompanies.com,0
694,Paychex,Business Services,Rochester,NY,John B. Gibson,https://www.paychex.com,0
695,PayPal,Business Services,San Jose,CA,Daniel Schulman,https://www.paypal.com,0
696,PBF Energy,Energy,Parsippany,NJ,Thomas J. Nimbley,https://www.pbfenergy.com,0
697,PC Connection,Wholesalers,Merrimack,NH,Timothy J. McGrath,https://www.connection.com,0
698,Peabody Energy,Energy,St. Louis,MO,James C. Grech,https://www.peabodyenergy.com,0
699,Peloton Interactive,"Hotels, Restaurants & Leisure",New York,NY,Barry McCarthy,https://www.onepeloton.com,0
700,PENN Entertainment,"Hotels, Restaurants & Leisure",Wyomissing,PA,Jay A. Snowden,https://www.pennentertainment.com,0
701,Penn Mutual Life Insurance,Financials,Horsham,PA,David M. O&#039;Malley,https://www.pennmutual.com,0
702,PennyMac Financial Services,Financials,Westlake Village,CA,David Spector,https://ir.pennymacfinancial.com,0
703,Penske Automotive Group,Retailing,Bloomfield Hills,MI,Roger S. Penske,https://www.penskeautomotive.com,0
704,PepsiCo,"Food, Beverages & Tobacco",Purchase,NY,Ramon L. Laguarta,www.pepsico.com,0
705,Performance Food Group,Wholesalers,Richmond,VA,George L. Holm,www.pfgc.com,0
706,PerkinElmer,Health Care,Waltham,MA,Prahlad Singh,https://www.perkinelmer.com,0
707,Petco Health and Wellness,Retailing,San Diego,CA,Ronald Coughlin Jr.,https://www.petco.com,0
708,Peter Kiewit Sons',Engineering & Construction,Omaha,NE,Rick Lanoha,https://www.kiewit.com,0
709,Pfizer,Health Care,New York,NY,Albert Bourla,www.pfizer.com,0
710,PG&E,Energy,San Francisco,CA,Patricia K. Poppe,https://www.pgecorp.com,0
711,Philip Morris International,"Food, Beverages & Tobacco",New York,NY,Jacek Olczak,www.pmi.com,0
712,Phillips 66,Energy,Houston,TX,Mark E. Lashier,www.phillips66.com,0
713,Pinnacle West Capital,Energy,Phoenix,AZ,Jeffrey B Guldner,https://www.pinnaclewest.com,0
714,Pinterest,Technology,San Francisco,CA,William J. Ready,https://https://investor.pinterestinc.com,0
715,Pioneer Natural Resources,Energy,Irving,TX,Scott D. Sheffield,https://www.pxd.com,0
716,Pitney Bowes,Technology,Stamford,CT,Marc B. Lautenbach,https://www.pitneybowes.com,0
717,Plains GP Holdings,Energy,Houston,TX,Wilfred C.W. Chiang,www.plains.com,0
718,Playtika Holding,Media,Henderson,NV,Robert Antokol,https://www.playtika.com,0
719,Plexus,Technology,Neenah,WI,Todd P. Kelsey,https://www.plexus.com,0
720,PNC Financial Services Group,Financials,Pittsburgh,PA,William S. Demchak,https://www.pnc.com,0
721,Polaris,Transportation,Medina,MN,Michael T. Speetzen,https://www.polaris.com,0
722,Pool,Wholesalers,Covington,LA,Peter Arvan,https://www.poolcorp.com,0
723,Popular,Financials,Hato Rey,PR,Ignacio Alvarez,https://www.popular.com,0
724,Portland General Electric,Energy,Portland,OR,Maria M. Pope,https://www.portlandgeneral.com,0
725,Post Holdings,"Food, Beverages & Tobacco",St. Louis,MO,Robert V. Vitale,https://www.postholdings.com,0
726,PPG Industries,Chemicals,Pittsburgh,PA,Michael H. McGarry,https://www.ppg.com,0
727,PPL,Energy,Allentown,PA,Vincent Sorgi,https://www.pplweb.com,0
728,PriceSmart,Retailing,San Diego,CA,Sherry S. Bahrambeygui,https://www.pricesmart.com,0
729,Primerica,Financials,Duluth,GA,Glenn J. Williams,https://www.primerica.com,0
730,Primoris Services,Engineering & Construction,Dallas,TX,Thomas E. McCormick,https://www.primoriscorp.com,0
731,Principal Financial,Financials,Des Moines,IA,Daniel J. Houston,https://www.principal.com,0
732,Procter & Gamble,Household Products,Cincinnati,OH,Jon R. Moeller,www.pg.com,0
733,PROG Holdings,Financials,Draper,UT,Steven A. Michaels,https://www.progleasing.com,0
734,Progressive,Financials,Mayfield Village,OH,Susan Patricia Griffith,www.progressive.com,0
735,Prologis,Financials,San Francisco,CA,Hamid R. Moghadam,https://www.prologis.com,0
736,Prudential Financial,Financials,Newark,NJ,Charles F. Lowrey,www.prudential.com,0
737,Public Service Enterprise Group,Energy,Newark,NJ,Ralph A. LaRossa,https://www.pseg.com,0
738,Public Storage,Financials,Glendale,CA,Joseph D. Russell Jr.,https://www.publicstorage.com,0
739,Publix Super Markets,Food & Drug Stores,Lakeland,FL,Randall T. Jones Sr.,www.publix.com,0
740,Puget Energy,Energy,Bellevue,WA,Mary E. Kipp,https://www.pugetenergy.com,0
741,PulteGroup,Engineering & Construction,Atlanta,GA,Ryan R. Marshall,https://www.pultegroupinc.com,0
742,Pure Storage,Technology,Mountain View,CA,Charles H. Giancarlo,https://www.purestorage.com,0
743,PVH,Apparel,New York,NY,Stefan Larsson,https://www.pvh.com,0
744,Qorvo,Technology,Greensboro,NC,Robert A. Bruggeworth,https://www.qorvo.com,0
745,Quad/Graphics,Media,Sussex,WI,J. Joel Quadracci,https://www.quad.com,0
746,Qualcomm,Technology,San Diego,CA,Cristiano Amon,https://www.qualcomm.com,0
747,Quanta Services,Engineering & Construction,Houston,TX,Earl C. Austin Jr.,https://www.quantaservices.com,0
748,Quest Diagnostics,Health Care,Secaucus,NJ,James E. Davis,https://www.questdiagnostics.com,0
749,Qurate Retail,Retailing,Englewood,CO,David L. Rawlinson II,https://www.qurateretail.com,0
750,R.R. Donnelley & Sons,Media,Chicago,IL,Thomas J. Quinlan III,https://www.rrd.com,0
751,Rackspace Technology,Technology,San Antonio,TX,Amar Maletira,https://www.rackspace.com,0
752,Ralph Lauren,Apparel,New York,NY,Patrice Louvet,https://www.ralphlauren.com,0
753,Range Resources,Energy,Fort Worth,TX,Jeffrey L. Ventura,https://www.rangeresources.com,0
754,Raymond James Financial,Financials,St. Petersburg,FL,Paul C. Reilly,https://www.raymondjames.com,0
755,Raytheon Technologies,Aerospace & Defense,Waltham,MA,Gregory J. Hayes,www.rtx.com,0
756,Regal Rexnord,Industrials,Beloit,WI,Louis V. Pinkham,https://www.regalrexnord.com,0
757,Regeneron Pharmaceuticals,Health Care,Tarrytown,NY,Leonard Schleifer,https://www.regeneron.com,0
758,Regions Financial,Financials,Birmingham,AL,John M. Turner Jr.,https://www.regions.com,0
759,Reinsurance Group of America,Financials,Chesterfield,MO,Anna Manning,https://www.rgare.com,0
760,Reliance Steel & Aluminum,Materials,Los Angeles,CA,James D. Hoffman,https://www.rsac.com,0
761,Renewable Energy Group,Energy,Ames,IA,Kevin E. Lucke,https://www.regi.com,0
762,Rent-A-Center,Retailing,Plano,TX,Mitchell E. Fadel,https://www.rentacenter.com,0
763,Republic Services,Business Services,Phoenix,AZ,Jon Vander Ark,https://www.republicservices.com,0
764,Resideo Technologies,Materials,Scottsdale,AZ,Jay L. Geldmacher,https://www.resideo.com,0
765,ResMed,Health Care,San Diego,CA,Michael J. Farrell,https://www.resmed.com,0
766,Resolute Forest Products,Materials,Calhoun,TN,Remi G. Lalonde,https://www.resolutefp.com,0
767,REV Group,Motor Vehicles & Parts,Brookfield,WI,Rodney N. Rushing,https://www.revgroup.com,0
768,RH,Retailing,Corte Madera,CA,Gary G. Friedman,https://www.rh.com,0
769,Rite Aid,Food & Drug Stores,Camp Hill,PA,Heyward Donigan,https://www.riteaid.com,0
770,Rithm Capital,Financials,New York,NY,Michael Nierenberg,https://www.rithmcap.com,0
771,Robert Half International,Business Services,Menlo Park,CA,M. Keith Waddell,https://www.roberthalf.com,0
772,Rocket Companies,Financials,Detroit,MI,Jay D. Farner,https://www.rocketcompanies.com,0
773,Rockwell Automation,Industrials,Milwaukee,WI,Blake D. Moret,https://www.rockwellautomation.com,0
774,Roku,Media,San Jose,CA,Anthony J. Wood,https://www.roku.com,0
775,Rollins,Business Services,Atlanta,GA,Gary W. Rollins,https://www.rollins.com,0
776,Roper Technologies,Technology,Sarasota,FL,L. Neil Hunn,https://www.ropertech.com,0
777,Ross Stores,Retailing,Dublin,CA,Barbara Rentler,https://www.rossstores.com,0
778,RPM International,Chemicals,Medina,OH,Frank C. Sullivan,https://www.rpminc.com,0
779,Rush Enterprises,Retailing,New Braunfels,TX,W. M. Rush,https://www.rushenterprises.com,0
780,Ryder System,Transportation,Miami,FL,Robert E. Sanchez,https://www.ryder.com,0
781,Ryerson Holding,Materials,Chicago,IL,Edward J. Lehner,https://www.ryerson.com,0
782,S&P Global,Business Services,New York,NY,Douglas L. Peterson,https://www.spglobal.com,0
783,Saia,Transportation,Johns Creek,GA,Frederick J. Holzgrefe III,https://www.saia.com,0
784,Salesforce,Technology,San Francisco,CA,Marc R. Benioff/Bret Taylor,https://www.salesforce.com,0
785,Sally Beauty Holdings,Retailing,Denton,TX,Denise A. Paulonis,https://www.sallybeautyholdings.com,0
786,Sanderson Farms,"Food, Beverages & Tobacco",Laurel,MS,Joe F. Sanderson Jr.,https://www.sandersonfarms.com,0
787,Sanmina,Technology,San Jose,CA,Jure Sola,https://www.sanmina.com,0
788,SBA Communications,Financials,Boca Raton,FL,Jeffrey A. Stoops,https://www.sbasite.com,0
789,ScanSource,Wholesalers,Greenville,SC,Michael L. Baur,https://www.scansource.com,0
790,Schneider National,Transportation,Green Bay,WI,Mark B. Rourke,https://www.schneider.com,0
791,Schnitzer Steel Industries,Materials,Portland,OR,Tamara L. Lundgren,https://www.schnitzersteel.com,0
792,Science Applications International,Technology,Reston,VA,Nazzic S. Keene,https://www.saic.com,0
793,Scotts Miracle-Gro,Chemicals,Marysville,OH,James S. Hagedorn,https://www.scotts.com,0
794,Seaboard,"Food, Beverages & Tobacco",Merriam,KS,Robert L. Steer,https://www.seaboardcorp.com,0
795,Sealed Air,Materials,Charlotte,NC,Edward L. Doheny II,https://www.sealedair.com,0
796,Securian Financial Group,Financials,St. Paul,MN,Christopher M. Hilger,https://www.securian.com,0
797,Select Medical Holdings,Health Care,Mechanicsburg,PA,David S. Chernow,https://www.selectmedicalholdings.com,0
798,Selective Insurance Group,Financials,Branchville,NJ,John J. Marchioni,https://www.selective.com,0
799,Sempra,Energy,San Diego,CA,Jeffrey W. Martin,https://www.sempra.com,0
800,Sentry Insurance Group,Financials,Stevens Point,WI,Peter G. McPartland,https://www.sentry.com,0
801,Service Corp. International,Business Services,Houston,TX,Thomas L. Ryan,https://www.sci-corp.com,0
802,ServiceNow,Technology,Santa Clara,CA,William McDermott,https://www.servicenow.com,0
803,Sherwin-Williams,Chemicals,Cleveland,OH,John G. Morikis,https://www.sherwin-williams.com,0
804,Signature Bank,Financials,New York,NY,Joseph J. DePaolo,https://www.signatureny.com,0
805,Silgan Holdings,Materials,Stamford,CT,Adam J. Greenlee,https://www.silganholdings.com,0
806,Simon Property Group,Financials,Indianapolis,IN,David E. Simon,https://www.simon.com,0
807,Sinclair Broadcast Group,Media,Hunt Valley,MD,Christopher S. Ripley,https://www.sbgi.net,0
808,SiteOne Landscape Supply,Wholesalers,Roswell,GA,Doug Black,https://www.siteone.com,0
809,Skechers U.S.A.,Apparel,Manhattan Beach,CA,Robert Greenberg,https://www.skechers.com,0
810,SkyWest,Transportation,St. George,UT,Russell A. Childs,https://www.skywest.com,0
811,Skyworks Solutions,Technology,Irvine,CA,Liam K. Griffin,https://www.skyworksinc.com,0
812,Sleep Number,Retailing,Minneapolis,MN,Shelly R. Ibach,https://www.sleepnumber.com,0
813,SLM,Financials,Newark,DE,Jonathan W. Witter,https://www.salliemae.com,0
814,SM Energy,Energy,Denver,CO,Herbert S. Vogel,https://www.sm-energy.com,0
815,Snap,Technology,Santa Monica,CA,Evan Spiegel,https://www.snap.com,0
816,Snap-on,Industrials,Kenosha,WI,Nicholas T. Pinchuk,https://www.snapon.com,0
817,Sonic Automotive,Retailing,Charlotte,NC,David Bruton Smith,https://www.sonicautomotive.com,0
818,Sonoco Products,Materials,Hartsville,SC,R. Howard Coker,https://www.sonoco.com,0
819,Southern,Energy,Atlanta,GA,Thomas A. Fanning,https://www.southerncompany.com,0
820,Southwest Airlines,Transportation,Dallas,TX,Robert E. Jordan,https://www.southwest.com,0
821,Southwest Gas Holdings,Energy,Las Vegas,NV,Karen S. Haller,https://www.swgasholdings.com,0
822,Southwestern Energy,Energy,Spring,TX,William J. Way,https://www.swn.com,0
823,SpartanNash,Wholesalers,Byron Center,MI,Tony B. Sarsam,https://www.spartannash.com,0
824,Spectrum Brands Holdings,Household Products,Middleton,WI,David M. Maura,https://www.spectrumbrands.com,0
825,Spire,Energy,St. Louis,MO,Suzanne Sitherwood,https://www.spireenergy.com,0
826,Spirit AeroSystems Holdings,Aerospace & Defense,Wichita,KS,Thomas C. Gentile III,https://www.spiritaero.com,0
827,Spirit Airlines,Transportation,Miramar,FL,Edward M. Christie III,https://www.spirit.com,0
828,Splunk,Technology,San Francisco,CA,Gary Steele,https://www.splunk.com,0
829,Sprague Resources,Energy,Portsmouth,NH,David C. Glendon,https://www.spragueenergy.com,0
830,Sprouts Farmers Market,Food & Drug Stores,Phoenix,AZ,Jack L. Sinclair,https://www.sprouts.com,0
831,SS&C Technologies Holdings,Technology,Windsor,CT,William C. Stone,https://www.ssctech.com,0
832,Stanley Black & Decker,Household Products,New Britain,CT,Donald Allan Jr.,https://www.stanleyblackanddecker.com,0
833,Starbucks,"Hotels, Restaurants & Leisure",Seattle,WA,Howard D. Schultz,www.starbucks.com,0
834,State Farm Insurance,Financials,Bloomington,IL,Michael L. Tipsord,www.statefarm.com,0
835,State Street,Financials,Boston,MA,Ronald P. O&#039;Hanley,https://www.statestreet.com,0
836,Steel Dynamics,Materials,Fort Wayne,IN,Mark D. Millett,https://www.steeldynamics.com,0
837,Steelcase,Household Products,Grand Rapids,MI,Sara E. Armbruster,https://www.steelcase.com,0
838,Stepan,Chemicals,Northbrook,IL,Scott R. Behrens,https://www.stepan.com,0
839,Stericycle,Business Services,Bannockburn,IL,Cindy J. Miller,https://www.stericycle.com,0
840,Stewart Information Services,Financials,Houston,TX,Frederick Eppinger,https://www.stewart.com,0
841,Stifel Financial,Financials,St. Louis,MO,Ronald J. Kruszewski,https://www.stifel.com,0
842,StoneX Group,Financials,New York,NY,Sean M. O&#039;Connor,www.stonex.com,0
843,Stryker,Health Care,Kalamazoo,MI,Kevin A. Lobo,https://www.stryker.com,0
844,Summit Materials,Materials,Denver,CO,Anne P. Noonan,https://www.summit-materials.com,0
845,Sun Communities,Financials,Southfield,MI,Gary A. Shiffman,https://www.suncommunities.com,0
846,Super Micro Computer,Technology,San Jose,CA,Charles Liang,https://www.supermicro.com,0
847,Surgery Partners,Health Care,Brentwood,TN,J. Eric Evans,https://www.surgerypartners.com,0
848,SVB Financial Group,Financials,Santa Clara,CA,Gregory W. Becker,https://www.svb.com,0
849,Synchrony Financial,Financials,Stamford,CT,Brian D. Doubles,https://www.synchronyfinancial.com,0
850,Syneos Health,Health Care,Morrisville,NC,Michelle Keefe,https://www.syneoshealth.com,0
851,Synopsys,Technology,Mountain View,CA,Aart J. de Geus,https://www.synopsys.com,0
852,Sysco,Wholesalers,Houston,TX,Kevin P. Hourican,www.sysco.com,0
853,T. Rowe Price,Financials,Baltimore,MD,Robert W. Sharps,https://www.troweprice.com,0
854,Take-Two Interactive Software,Media,New York,NY,Strauss H. Zelnick,https://www.take2games.com,0
855,Tapestry,Apparel,New York,NY,Joanne C. Crevoiserat,https://www.tapestry.com,0
856,Targa Resources,Energy,Houston,TX,Matthew J. Meloy,https://www.targaresources.com,0
857,Target,Retailing,Minneapolis,MN,Brian C. Cornell,www.target.com,0
858,Taylor Morrison Home,Engineering & Construction,Scottsdale,AZ,Sheryl D. Palmer,https://www.taylormorrison.com,0
859,TD Synnex,Wholesalers,Fremont,CA,Richard T. Hume,www.tdsynnex.com,0
860,TEGNA,Media,Tysons,VA,David T. Lougee,https://www.tegna.com,0
861,Teledyne Technologies,Aerospace & Defense,Thousand Oaks,CA,Robert Mehrabian,https://www.teledyne.com,0
862,Teleflex,Health Care,Wayne,PA,Liam J. Kelly,https://www.teleflex.com,0
863,Telephone & Data Systems,Telecommunications,Chicago,IL,LeRoy T. Carlson Jr.,https://www.tdsinc.com,0
864,Tempur Sealy International,Household Products,Lexington,KY,Scott Thompson,https://www.tempursealy.com,0
865,Tenet Healthcare,Health Care,Dallas,TX,Saumya Sutaria,https://www.tenethealth.com,0
866,Tenneco,Motor Vehicles & Parts,Lake Forest,IL,Brian J. Kesseler,https://www.tenneco.com,0
867,Teradyne,Technology,North Reading,MA,Mark Jagiela,https://www.teradyne.com,0
868,Terex,Industrials,Norwalk,CT,John L. Garrison Jr.,https://www.terex.com,0
869,Tesla,Motor Vehicles & Parts,Austin,TX,Elon Musk,www.tesla.com,0
870,Tetra Tech,Engineering & Construction,Pasadena,CA,Dan L. Batrack,https://www.tetratech.com,0
871,Texas Instruments,Technology,Dallas,TX,Richard K. Templeton,https://www.ti.com,0
